model_number,star_age,star_mass,log_L,log_R,log_Teff,log_center_Rho,log_center_P,center_h1,center_he3,center_he4,star_mdot
811,12252329418.777508,0.9986685137753724,1.4044419727001087,0.9096410675239027,3.657919377639389,5.162074041145766,21.11368339523421,0.0,0.0,0.9800605809434668,-8.223369621331187e-12
812,12252548698.234846,0.998666703604294,1.405561934800065,0.9102983972388008,3.6578707033069287,5.162610872679715,21.114545031792446,0.0,0.0,0.9800605807257102,-8.25508736783187e-12
813,12252767645.22511,0.9986648887626649,1.4066179753459265,0.9109194677290143,3.6578241781982874,5.163146522249019,21.115404739387106,0.0,0.0,0.9800605805079451,-8.288954448402618e-12
814,12253030381.613424,0.9986627025224492,1.4082352511203806,0.9118725659218363,3.6577519480454908,5.163780034786171,21.116421212959363,3.239171265083287e-39,0.0,0.9800605802462217,-8.321040834457701e-12
815,12253345665.279402,0.9986600634552453,1.410356054617938,0.9131253286820242,3.657655767539785,5.164530987563723,21.117625797580178,0.0,0.0,0.9800605799315635,-8.37045330426038e-12
816,12253605080.19781,0.9986578750958914,1.4116991371603713,0.9139147610902509,3.6575968219712807,5.165164558655512,21.11864253320823,0.0,0.0,0.9800605796720965,-8.435749830868144e-12
817,12253838213.346035,0.9986558987580467,1.4126951167386805,0.9144976885184425,3.657554353151762,5.165741952900489,21.119569328944507,0.0,0.0,0.9800605794384825,-8.477292309272354e-12
818,12254059442.550102,0.9986540164990492,1.413549544198568,0.9151701074638952,3.6574317505440077,5.1662934086858785,21.120454571315744,0.0,0.0,0.9800605792164256,-8.508185008966038e-12
819,12254275165.362877,0.9986521746218815,1.4145914831608442,0.9157773759955978,3.657388601018725,5.166833483199822,21.12132159124962,0.0,0.0,0.9800605789995447,-8.538165917378838e-12
820,12254487118.816656,0.9986503580395065,1.4155463468909504,0.9163333084492972,3.6573493507244024,5.167367341541386,21.122178705870056,0.0,0.0,0.9800605787861214,-8.570666543143281e-12
821,12254697034.863724,0.9986485526462159,1.4165880093557945,0.9169783338959209,3.657287253617301,5.1678930087766215,21.12302256266058,2.1611991887670713e-40,0.0,0.9800605785744212,-8.600549200311938e-12
822,12254906804.692831,0.9986467414867831,1.4176141235555715,0.9175826048591998,3.6572416466856064,5.168419201670689,21.12386727012292,0.0,3.2515681928229235e-45,0.9800605783625448,-8.634032074203144e-12
823,12255116076.05281,0.9986449278319934,1.418737679554172,0.9182468896196664,3.657190393305023,5.168942567874312,21.124707375157367,3.2648482934293794e-39,0.0,0.9800605781508533,-8.666521733731441e-12
824,12255324664.327682,0.998643112636719,1.419806307253078,0.9188788185656187,3.6571415857567735,5.169467202011407,21.125549582797316,1.1465962484313886e-40,4.1381180224628716e-44,0.9800605779395317,-8.70228815826214e-12
825,12255532458.648378,0.998641297252819,1.4208808490122835,0.9195153203003684,3.6570919703291995,5.169989313132475,21.12638770612586,0.0,7.127804082501323e-42,0.9800605777286936,-8.736446183504064e-12
826,12255739251.852781,0.9986394834799474,1.4219335784621696,0.9201394454090538,3.6570430901373285,5.17050985393336,21.12722331715389,3.2337001690948017e-40,0.0,0.980060577518553,-8.770950075109607e-12
827,12255945539.660622,0.9986376671370369,1.4229433602744215,0.9207394986921565,3.6569955089488406,5.171028663604533,21.128056117132243,0.0,0.0,0.9800605773086096,-8.804897048279832e-12
828,12256150991.605871,0.998635851432558,1.4240471899484735,0.921396051582623,3.65694318992212,5.171545670904851,21.128886013637715,0.0,0.0,0.9800605770992069,-8.837611524238165e-12
829,12256355864.478262,0.998634033488412,1.4250774229722987,0.9220088550969466,3.656894346420915,5.172063182408333,21.12971675727112,0.0,0.0,0.9800605768900729,-8.87352300384742e-12
830,12256601711.925133,0.9986318436825743,1.426575930184525,0.9229049510646966,3.6568209252400963,5.172676096790919,21.130700389771874,0.0,0.0,0.9800605766387477,-8.907173392737821e-12
831,12256896728.861378,0.9986292013808347,1.4285077499250596,0.9240637067016382,3.656724502356759,5.173398612475914,21.131859496953194,0.0,0.0,0.9800605763366115,-8.956440851429645e-12
832,12257141104.839123,0.9986269970047078,1.4297048566522361,0.9248094956597434,3.6566508845595007,5.1740116088626795,21.13284330374855,0.0,0.0,0.9800605760858095,-9.02042887793251e-12
833,12257361697.293528,0.9986249982399018,1.43048712309335,0.925272133941602,3.65661513202885,5.174577185078881,21.133751336320767,0.0,1.0635247428631676e-45,0.9800605758590103,-9.060893816516779e-12
834,12257569322.737318,0.9986231115636246,1.4313384055655534,0.9257810178780793,3.6565735106786614,5.175109024892707,21.134605170679492,0.0,0.0,0.9800605756451934,-9.086922309139636e-12
835,12257770528.548096,0.9986212774834318,1.4320174405714723,0.92618256450417,3.6565424961170967,5.175633050284698,21.135446686600368,0.0,0.0,0.9800605754376682,-9.115443465085167e-12
836,12257968937.42951,0.998619464389561,1.4329134803794346,0.9267181944911739,3.656498691075585,5.176145434160447,21.136269368103495,0.0,6.721100506479608e-47,0.9800605752327196,-9.138168906574145e-12
837,12258166147.163948,0.9986176562997965,1.4337695763782903,0.9272296628897404,3.6564569808760155,5.176655816865822,21.137088849639742,0.0,0.0,0.9800605750287101,-9.168359613608222e-12
838,12258402798.845272,0.9986154797451046,1.4350884532986634,0.9280238254819422,3.6563896188100085,5.1772561752070905,21.13805243283515,0.0,0.0,0.9800605747835361,-9.197292323369738e-12
839,12258686780.86286,0.9986128551348784,1.436679305556575,0.9294269159818284,3.6560857866245433,5.177968439410091,21.139195353665702,0.0,0.0,0.9800605744888158,-9.242170502275013e-12
840,12258921188.627447,0.9986106737060224,1.437817461434021,0.93009581621415,3.6560358754777433,5.1785702797636795,21.140161458414614,0.0,0.0,0.9800605742450372,-9.306128830413501e-12
841,12259133795.52156,0.9986086869048467,1.4385982863724474,0.9305511013948069,3.656003439122021,5.1791241706468325,21.141050797061574,0.0,0.0,0.9800605740235626,-9.34495179059836e-12
842,12259336234.661285,0.998606789724913,1.4394167958485284,0.9310299076209088,3.6559686633779913,5.179651707813362,21.141897804980346,0.0,0.0,0.9800605738123257,-9.371606381501413e-12
843,12259532805.475756,0.9986049420259403,1.4401467954379017,0.9314556523065315,3.655938290932523,5.1801679176037085,21.142726718103177,0.0,0.0,0.9800605736069001,-9.399660766666931e-12
844,12259726233.066584,0.998603119023917,1.4409419120380764,0.931921127614911,3.655904332428377,5.1806738498218685,21.143539053132486,0.0,1.3059442279610105e-45,0.9800605734044562,-9.424725891580516e-12
845,12259918581.27835,0.9986013009218278,1.4416163943863551,0.9323135753423969,3.6558767291517036,5.181181846001863,21.144354820852445,0.0,0.0,0.9800605732028465,-9.452139287139535e-12
846,12260110529.588743,0.9985994821336307,1.4425647953252854,0.9328712429773138,3.6558349955689775,5.181682662375655,21.145158870842415,0.0,0.0,0.9800605730013319,-9.475406130354528e-12
847,12260301471.548134,0.9985976665926011,1.4432380290106404,0.9332628205959981,3.6558075151809746,5.182185455161431,21.145966204714234,0.0,0.0,0.980060572800614,-9.508339786796652e-12
848,12260491599.171436,0.9985958543534298,1.4440931086205488,0.9337640876291267,3.655770651566887,5.182682974510535,21.14676496556411,0.0,0.0,0.9800605726004699,-9.5316984435965e-12
849,12260681174.506443,0.9985940417230232,1.4448949360820216,0.9342330560630918,3.655736624215273,5.183182558788356,21.147567121485704,0.0,0.0,0.9800605724006151,-9.561530810519415e-12
850,12260870321.125443,0.998592227888784,1.4457441131862978,0.9347304925884137,3.6557002002286807,5.183679873808049,21.148365583589857,0.0,0.0,0.9800605722009246,-9.589567336179995e-12
851,12261058937.93135,0.998590413514835,1.4465430880523797,0.9351976018447046,3.655666389317056,5.184177804409003,21.14916507151993,0.0,0.0,0.9800605720015069,-9.619365254046576e-12
852,12261246657.534605,0.9985886024962113,1.4472879033205195,0.9356330307311093,3.6556348786908885,5.18467175866117,21.149958111604626,0.0,0.0,0.9800605718027523,-9.64746671158359e-12
853,12261471921.05851,0.9985864233559021,1.4483930952105,0.936281514791992,3.6555869346329426,5.185256464411272,21.15089660314275,0.0,0.0,0.9800605715639025,-9.673737990273435e-12
854,12261742237.287197,0.9985837978012428,1.4500028228603177,0.9372297551179467,3.655515246382419,5.1859457829037225,21.152002616679834,0.0,0.0,0.9800605712768019,-9.71290059796611e-12
855,12261965363.762293,0.9985816177878656,1.4507772531196304,0.9376785767638326,3.6554844431243043,5.186535301078537,21.15294906023121,0.0,0.0,0.9800605710393413,-9.770303486320365e-12
856,12262167614.56675,0.9985796361581242,1.4514948909265417,0.9380951180516435,3.655455581932127,5.187070779663107,21.153808752546606,0.0,0.0,0.9800605708237329,-9.797883112009018e-12
857,12262359618.715288,0.9985777500008306,1.451894194894098,0.9383209809277324,3.655442476485972,5.187588056732178,21.1546394504271,0.0,0.0,0.9800605706187308,-9.823523648564174e-12
858,12262546584.81586,0.9985759106856616,1.4523541869773597,0.9385838809879679,3.6554260244766694,5.18808987605587,21.15544525386289,0.0,0.0,0.9800605704188088,-9.837693374101107e-12
859,12262731584.700794,0.9985740876782577,1.4529372254786062,0.9389208774528172,3.655403285869556,5.188586768310031,21.156243136261764,0.0,0.0,0.9800605702207033,-9.85410020457646e-12
860,12262915384.841684,0.9985722726489503,1.4535286365176774,0.93926294629617,3.655380104207648,5.189081245245011,21.15703714362208,1.5371257236889532e-38,0.0,0.9800605700236004,-9.875015865322845e-12
861,12263097896.057108,0.9985704664664568,1.4540950329934,0.9396651940399474,3.6553205794546897,5.18957329729755,21.157827267144935,0.0,0.0,0.9800605698275978,-9.896282206229953e-12
862,12263316909.515615,0.9985682942039599,1.455051743702222,0.9402294440746124,3.655277632114563,5.190152671023532,21.158757280774154,0.0,0.0,0.980060569592064,-9.91839730642817e-12
863,12263579725.665825,0.9985656783381839,1.4563546527759252,0.9410009578503925,3.6552176024950978,5.190838482812974,21.159857846736255,1.1357475231633073e-40,0.0,0.9800605693089496,-9.953215485160323e-12
864,12263796608.777584,0.998563509312459,1.4570335708994258,0.941398005184919,3.65518880835871,5.1914177407397695,21.16078776309206,0.0,0.0,0.980060569074848,-1.000089729082758e-11
865,12263993137.149439,0.9985615389726491,1.4573973266265423,0.9416047744749622,3.655176362645468,5.1919510461129885,21.1616441176484,0.0,0.0,0.9800605688623606,-1.0025727029603287e-11
866,12264180431.365171,0.998559658739856,1.4577038863921912,0.9417772901365772,3.6551667447560727,5.192459868159196,21.162461152546346,0.0,0.0,0.980060568659547,-1.00389261140928e-11
867,12264362587.205029,0.9985578280690736,1.4580827837268733,0.9419941566150352,3.6551530358505135,5.192954964473762,21.163256133865985,0.0,0.0,0.9800605684620076,-1.005002520714415e-11
868,12264542220.943525,0.9985560202639227,1.4584538919183638,0.9422065428226895,3.65513961979456,5.193445047834683,21.16404309665412,0.0,0.0,0.9800605682669261,-1.006383971099786e-11
869,12264720549.607517,0.998554223176736,1.4588427271986073,0.9424298754900919,3.655125162280919,5.193933760646534,21.164827899141017,0.0,0.0,0.980060568072986,-1.0077388269134434e-11
870,12264897648.346548,0.9985524359633435,1.459355601436215,0.9427288839449386,3.655103876612898,5.194416124942091,21.165602407223933,1.2202711294242801e-40,0.0,0.9800605678801104,-1.0091621218885536e-11
871,12265074311.015137,0.9985506498114527,1.4598280949874791,0.9430033976293577,3.6550847431585045,5.194897893272555,21.16637595528104,0.0,0.0,0.9800605676874445,-1.0110522528835121e-11
872,12265250763.19363,0.9985488627132835,1.460158887479883,0.9431918705613067,3.6550732048156305,5.195380812107107,21.16715137831753,0.0,0.0,0.9800605674947395,-1.0127946191280327e-11
873,12265462505.807823,0.9985467156260055,1.46093529304111,0.9436492809326852,3.6550386010202476,5.19594771045394,21.168061279054413,0.0,0.0,0.9800605672631749,-1.014008108865181e-11
874,12265716596.944855,0.998544131785546,1.4619292596344022,0.944236492387355,3.654993486941236,5.196622753570995,21.169144572110934,0.0,0.0,0.9800605669848321,-1.0168951540908057e-11
875,12265927643.518946,0.9985419778297506,1.462266296217076,0.9446068492688574,3.6548925676461534,5.197193802864773,21.170061234840297,0.0,0.0,0.9800605667531938,-1.0206068517072332e-11
876,12266119454.387484,0.9985400169993945,1.462380526564203,0.9446620154312939,3.654893542151717,5.197721492320236,21.1709085087225,0.0,0.0,0.9800605665423245,-1.0222728102478694e-11
877,12266302340.796516,0.99853814666831,1.4625185333315887,0.9447321458077631,3.654892978655329,5.198225319212406,21.171717464397275,0.0,0.0,0.9800605663409538,-1.0226736336238865e-11
878,12266481084.406221,0.9985363178248483,1.4625885997732186,0.944785511561576,3.65488381238883,5.198720655138065,21.172512844755143,0.0,0.0,0.9800605661438587,-1.0231657874479199e-11
879,12266657099.97025,0.9985345163785961,1.462725742568854,0.9448556601490793,3.6548830237939867,5.199208873110096,21.17329678699834,0.0,0.0,0.9800605659494921,-1.023458500415888e-11
880,12266831577.283602,0.9985327298199478,1.4628607188316816,0.9449246296564796,3.654882283105994,5.199693803181008,21.174075455985403,0.0,7.158442742656686e-43,0.9800605657565516,-1.0239489672428847e-11
881,12267005147.539188,0.99853095171112,1.4630016169199511,0.9449973319016338,3.6548811565054837,5.200174398003301,21.17484709476794,6.673569399019301e-41,0.0,0.9800605655643485,-1.0244317620429598e-11
882,12267213431.845892,0.9985288169270282,1.4634988216571594,0.9452830801871767,3.6548625835470148,5.200739391853208,21.175753899854598,0.0,0.0,0.9800605653333849,-1.0249375603856424e-11
883,12267463373.013935,0.9985262505581184,1.4642317158317384,0.9457085059160942,3.654833094226201,5.201409761657721,21.17682957871772,0.0,0.0,0.9800605650557777,-1.0267891959736816e-11
884,12267670614.723835,0.9985241169340915,1.46436802799435,0.9457761173099647,3.6548333665699184,5.201979460537053,21.177744072287013,4.972028916395826e-44,0.0,0.9800605648251434,-1.0295340777697596e-11
885,12267859135.668697,0.998522175131011,1.464362040501765,0.9457591075214458,3.6548403745910316,5.202503437985552,21.17858530246347,0.0,2.6805189597614946e-44,0.980060564614998,-1.0300198113082868e-11
886,12268038870.525265,0.9985203239208104,1.464241564205957,0.94567305126161,3.654853283646997,5.203005150521887,21.179390821532074,0.0,0.0,0.9800605644143413,-1.0299672728604924e-11
887,12268214454.489563,0.9985185163199138,1.4640633233256677,0.9455524797430962,3.654869009186182,5.203495650940704,21.1801783268334,0.0,0.0,0.9800605642180314,-1.0294794879285864e-11
888,12268387676.919672,0.9985167342538557,1.4638929261190878,0.9454369234830339,3.6548841880145684,5.203981879251406,21.180959014027668,0.0,0.0,0.9800605640240903,-1.0287732698471792e-11
889,12268559647.658487,0.9985149662262148,1.4638273303195042,0.9453849481771152,3.654893776717632,5.204463241644456,21.181731830752522,0.0,0.0,0.9800605638312788,-1.028097950221921e-11
890,12268766012.545065,0.9985128451635757,1.464129944876978,0.9455533084992112,3.654885250195952,5.205029753327381,21.182641024345358,0.0,0.0,0.9800605635995837,-1.0278214837273003e-11
891,12269013650.40896,0.9985102971212506,1.464546524494408,0.9457876669339023,3.6548722158829645,5.205699934812533,21.183716287830176,4.425119077943167e-43,1.1208173922941657e-46,0.9800605633210958,-1.0289389050375542e-11
892,12269219135.809698,0.9985081796252118,1.4641917139300105,0.945560460214693,3.6548971166014694,5.206272424806062,21.184635231255456,0.0,0.0,0.9800605630895664,-1.0304849060631189e-11
