model_number,star_age,star_mass,log_L,log_R,log_Teff,log_center_Rho,log_center_P,center_h1,center_he3,center_he4,star_mdot
8232,12365872814.03243,0.9642330754429088,3.320462662988419,2.1680944174830845,3.507697875231876,5.890766155244658,22.27587903328485,0.0,0.0,0.9800589429827171,-1.2778631998891161e-08
8233,12365873271.167807,0.9642272345414697,3.3203860599197266,2.168035419085417,3.507708223663536,5.8907998096689065,22.27593188835594,0.0,0.0,0.9800589409307786,-1.2777181002455754e-08
8234,12365873717.343143,0.964221535423663,3.3203410809062297,2.168000028856369,3.507714674024686,5.890832605349929,22.275983393985054,0.0,0.0,0.9800589389248494,-1.2773269530836868e-08
8235,12365874158.106281,0.9642159064457978,3.320348568586933,2.1680038115308626,3.5077146546076152,5.890864950215571,22.276034190835983,0.0,0.0,0.9800589369401439,-1.2770981449932327e-08
8236,12365874595.580704,0.9642103192904404,3.3203483951221924,2.1680018920166026,3.50771557099856,5.89089712663178,22.276084723790614,0.0,0.0,0.980058934967171,-1.2771387430764296e-08
8237,12365875120.550013,0.9642036146974726,3.320530284391912,2.1681353684082785,3.507694305120152,5.890935157927585,22.276144445071782,0.0,0.0,0.9800589325952499,-1.2771399886207244e-08
8238,12365875750.513182,0.9641955632855062,3.3209254783432574,2.168427468344726,3.507647053639765,5.890980172727566,22.276215125273488,2.655874460979265e-40,0.0,0.9800589297427692,-1.2780766156815655e-08
8239,12365876275.765062,0.9641888394756356,3.3210553682006605,2.1685221053143144,3.5076322076193214,5.891018261306652,22.276274936403183,0.0,0.0,0.9800589273600412,-1.2801115298740317e-08
8240,12365876753.514889,0.9641827205397653,3.3210375170851676,2.1685068340979092,3.50763538044865,5.891053285590986,22.27632993974621,0.0,0.0,0.9800589251891173,-1.280782440083857e-08
8241,12365877210.250034,0.9641768711652425,3.3210199127280347,2.168491886125018,3.5076384533458125,5.891086773223957,22.276382529730345,0.0,0.0,0.9800589231103143,-1.2806928899242204e-08
8242,12365877658.180567,0.9641711349459245,3.320964264561123,2.1684491322436803,3.5076459182447537,5.891119698445064,22.27643423724344,0.0,0.0,0.9800589210683273,-1.2806046688146665e-08
8243,12365878101.384132,0.9641654605124532,3.32091281482253,2.16849954902968,3.5076078474171055,5.891152385853374,22.276485572341148,0.0,0.0,0.9800589190446808,-1.280322160520524e-08
8244,12365878541.889158,0.9641598206092317,3.320948347771446,2.1685241615089272,3.507604424414711,5.891184696959873,22.27653631429431,0.0,0.0,0.9800589170302033,-1.2803266504300824e-08
8245,12365878980.472992,0.9641542044929498,3.3209601086461524,2.1685312908765733,3.507603799949565,5.891216947284112,22.276586961527308,0.0,0.0,0.9800589150213714,-1.2805114654781879e-08
8246,12365879418.025507,0.9641486013064815,3.32102392492306,2.1685773706311413,3.507596714141507,5.891249049936006,22.276637375867615,0.0,0.0,0.980058913014142,-1.2805746235110736e-08
8247,12365879943.088524,0.9641418757419887,3.321215815089332,2.1687183158887,3.5075742140542965,5.8912870437025076,22.27669703548055,0.0,0.0,0.9800589106010411,-1.2809061514643989e-08
8248,12365880573.164145,0.964133798820664,3.321631572881195,2.169025391185861,3.5075246158536815,5.891332081918,22.27676774997127,0.0,0.0,0.9800589076990318,-1.2818971330637423e-08
8249,12365881099.106417,0.9641270454944824,3.321763336784305,2.1691212124978754,3.5075096461734514,5.891370240631014,22.276827669227494,0.0,0.0,0.9800589052721675,-1.2840432363954711e-08
8250,12365881578.400066,0.964120887887729,3.3217735518089455,2.1691267855400187,3.5075094134085405,5.891405317795446,22.276882752886454,0.0,0.0,0.9800589030567926,-1.2847252943883894e-08
8251,12365882035.345049,0.9641150171490414,3.321718995651614,2.1690842508670127,3.5075170417057104,5.89143891433925,22.276935513007537,0.0,0.0,0.9800589009412715,-1.2847802048555226e-08
8252,12365882481.26567,0.9641092892949483,3.321709205272215,2.1690750670918177,3.507519185998458,5.891471659903908,22.276986936109918,0.0,0.0,0.9800588988735082,-1.2845008332276706e-08
8253,12365882924.009233,0.9641036024648422,3.321678307328739,2.169050186207567,3.5075239019547144,5.89150425111002,22.27703811752683,0.0,0.0,0.9800588968172275,-1.2844523461125822e-08
8254,12365883364.989212,0.9640979389812039,3.3217068328432666,2.1690695976412564,3.5075213276165016,5.891536598631881,22.27708891480065,0.0,0.0,0.9800588947659222,-1.284294962886094e-08
8255,12365883804.590706,0.9640922925449671,3.321683110976251,2.1690500533183616,3.507525169311195,5.891569111130674,22.277139973988856,0.0,0.0,0.9800588927177961,-1.2844442750557226e-08
8256,12365884243.14588,0.9640866600763028,3.321760359107199,2.1691057859509963,3.5075166150276145,5.891601178687815,22.27719033011528,0.0,0.0,0.9800588906713672,-1.2843238417498464e-08
8257,12365884680.047045,0.9640810470992888,3.3218238587360327,2.169151240269101,3.5075097627757708,5.891633214536324,22.277240637293794,0.0,0.0,0.9800588886294872,-1.2847246669960678e-08
8258,12365885204.32844,0.9640743097976432,3.322006663527101,2.169285050682642,3.5074885587667675,5.8916712857256215,22.27730041758475,0.0,0.0,0.9800588861747144,-1.2850544953459521e-08
8259,12365885833.466114,0.9640662190829172,3.3224372062827014,2.1696024810307053,3.5074374792816356,5.891716258252846,22.277371026062436,0.0,0.0,0.9800588832225968,-1.286000671615495e-08
8260,12365886355.940014,0.9640594884266152,3.3225592090710316,2.169690918303589,3.507423761342277,5.891754212970161,22.277430623114046,0.0,0.0,0.9800588807664737,-1.2882282336606817e-08
8261,12365886831.556858,0.9640533583837688,3.322585498758038,2.169708431401919,3.5074215772148634,5.8917890300129905,22.277485296177264,0.0,2.2738895060681445e-44,0.9800588785268461,-1.2888616020549083e-08
8262,12365887284.265396,0.9640475229716058,3.3225501053929065,2.169680282969747,3.5074268030896665,5.891822309615551,22.277537556400596,0.0,0.0,0.9800588763916454,-1.2889997989282116e-08
8263,12365887727.766058,0.964041807050709,3.3224493240830193,2.169603886408308,3.507439806042914,5.891855089070708,22.27758903304558,0.0,0.0,0.9800588742965383,-1.2888190198718764e-08
8264,12365888169.369621,0.9640361178677179,3.3224435172517106,2.1695977740000734,3.507441410539204,5.891887572551024,22.277640042962645,0.0,0.0,0.9800588722071013,-1.2883009697679358e-08
8265,12365888608.05778,0.9640304663656879,3.322454460917498,2.169604147595728,3.507440959657824,5.891919894522025,22.277690799682205,0.0,0.0,0.9800588701281977,-1.2882732153492122e-08
8266,12365889043.144114,0.9640248610086203,3.322484600585834,2.1696248366882473,3.5074381500286482,5.8919518966517455,22.277741053353246,0.0,0.0,0.9800588680631569,-1.2883321382162706e-08
8267,12365889565.247715,0.9640181337537326,3.322661131709438,2.169753849275847,3.5074177765157493,5.891989881473145,22.2778006968413,0.0,0.0,0.9800588655805464,-1.2884904222036247e-08
8268,12365890191.772036,0.9640100553100204,3.323102448215431,2.1700786915019137,3.5073656845292143,5.892034661283886,22.277871000294233,0.0,0.0,0.9800588625949773,-1.2894062440839172e-08
8269,12365890714.15771,0.9640033076867728,3.323215024953398,2.170160029279924,3.5073531598247008,5.892072735891843,22.277930785037537,0.0,0.0,0.9800588601010636,-1.29169377652102e-08
8270,12365891189.140347,0.9639971695825722,3.323241565551271,2.1701777849275183,3.5073509171503714,5.892107541028896,22.277985437964702,0.0,0.0,0.980058857829624,-1.2922796979671935e-08
8271,12365891641.172266,0.9639913274328126,3.3231892799515594,2.1701372707780506,3.5073581028251772,5.892140847561091,22.278037739595238,0.0,0.0,0.9800588556644377,-1.2924197411193799e-08
8272,12365892083.106115,0.963985616978207,3.323108224867636,2.1700754758347713,3.5073687365258364,5.892173583766883,22.278089147423266,0.0,0.0,0.9800588535442467,-1.2921514381281257e-08
8273,12365892522.25077,0.9639799443967735,3.3231319371123607,2.1700913108414435,3.5073667470836813,5.8922059053001075,22.27813990154525,0.0,0.0,0.9800588514341275,-1.291734139881943e-08
8274,12365892960.001686,0.963974289270539,3.3231327788440748,2.170090254309618,3.507367485782523,5.892238183386541,22.278190587941655,0.0,0.0,0.9800588493274033,-1.291859373683232e-08
8275,12365893485.302784,0.9639675030826029,3.3232937647703324,2.1702074766059107,3.507349121115941,5.892276393994282,22.27825058406611,1.2831608231074332e-40,0.0,0.980058846794652,-1.2918663133860018e-08
8276,12365894115.664104,0.9639593543813803,3.323725192512876,2.1705241551891823,3.5072986387599414,5.892321609600966,22.278321571434564,0.0,0.0,0.9800588437487119,-1.2927032459997638e-08
8277,12365894639.269663,0.9639525739883976,3.3238376212787832,2.1706051613238286,3.5072862428840947,5.892359785492384,22.27838151354122,0.0,0.0,0.9800588412139359,-1.294942894323783e-08
8278,12365895115.808592,0.9639464002888378,3.323807079493601,2.1705807256503737,3.5072908252745263,5.892394883240826,22.27843662631456,0.0,0.0,0.9800588389030727,-1.2955289033865074e-08
8279,12365895569.360605,0.9639405250975605,3.3237501299922503,2.1705368518256853,3.5072985248115334,5.892428402808508,22.27848926203577,0.0,0.0,0.9800588367000909,-1.295373208709661e-08
8280,12365896010.657642,0.9639348099460701,3.323732978823924,2.170522462403469,3.5073014317305593,5.89246096782612,22.278540398096837,0.0,0.0,0.9800588345532377,-1.2950804106017898e-08
8281,12365896446.946808,0.9639291600273874,3.3237196577751926,2.170510930079733,3.5073038676302453,5.892493215537676,22.278591036318907,0.0,0.0,0.9800588324274161,-1.2949940368899886e-08
8282,12365896881.06785,0.9639235384745435,3.323705235555975,2.17049867969786,3.507306387266377,5.892525275458764,22.278641379173912,0.0,0.0,0.9800588303088584,-1.2949275203491472e-08
8283,12365897402.0131,0.9639167929860826,3.3238997009301503,2.170640335556619,3.507284175680541,5.892563242078133,22.278700991234466,0.0,0.0,0.9800588277619068,-1.2948555450959566e-08
8284,12365898027.1474,0.9639086920760283,3.324278235211495,2.170917225181576,3.507240364438399,5.892608143779539,22.278771484345974,0.0,0.0,0.9800588246989308,-1.295867151938533e-08
8285,12365898544.794748,0.9639019738664537,3.3243852725200433,2.170994097571518,3.5072286875705654,5.892645857248559,22.278830698268752,0.0,0.0,0.9800588221579697,-1.2978352185667797e-08
8286,12365899016.423256,0.9638958502703198,3.3243642697545224,2.1709767848006325,3.5072320932646273,5.892680613653672,22.27888527363632,0.0,0.0,0.9800588198389855,-1.298393975775284e-08
8287,12365899468.964197,0.9638899749870518,3.324344762260133,2.1709606661926584,3.507235275695017,5.892713976666468,22.278937661025413,0.0,0.0,0.9800588176102422,-1.2982876782246801e-08
8288,12365899910.97427,0.9638842368605017,3.3243159568012595,2.1709377862242305,3.5072395143145125,5.8927466722680375,22.278989001488043,0.0,0.0,0.9800588154298973,-1.2981890942041749e-08
8289,12365900347.531658,0.9638785701607756,3.3242966531542124,2.170921867832286,3.5072426475987233,5.892778965624001,22.279039710160966,0.0,0.0,0.9800588132730624,-1.2980423331570839e-08
8290,12365900781.990662,0.9638729311231676,3.324324751905723,2.1709409050255664,3.5072401536899607,5.8928110417053325,22.27909007678522,0.0,0.0,0.9800588111232439,-1.297944694581163e-08
8291,12365901303.341469,0.9638661635039687,3.3244778754745092,2.171051953706278,3.507222910241802,5.892849044533685,22.279149743979435,0.0,0.0,0.9800588085387038,-1.2980931683492028e-08
8292,12365901928.962437,0.9638580373624499,3.3248601648061453,2.1713309272806556,3.507178995787522,5.8928940513230845,22.279220400752145,0.0,0.0,0.9800588054305023,-1.2988921313522684e-08
8293,12365902449.573442,0.9638512648259308,3.3249632303872465,2.1714047228801494,3.5071678643830504,5.892932136786899,22.279280198739645,0.0,0.0,0.9800588028392259,-1.3008823166987694e-08
8294,12365902924.277689,0.9638450869235711,3.324998923257241,2.171429103680546,3.5071645972003505,5.892966991770926,22.27933492579978,0.0,0.0,0.9800588004724403,-1.3014213376113717e-08
8295,12365903375.913506,0.9638392083879193,3.324902352738812,2.171356375482879,3.507176818669577,5.893000555997991,22.279387630607594,0.0,0.0,0.9800587982169838,-1.3016097116272765e-08
8296,12365903816.283009,0.9638334786947678,3.3248600594863142,2.171323981635021,3.5071824422803815,5.893033104338289,22.279438738007105,0.0,0.0,0.980058796014305,-1.301110346429626e-08
8297,12365904252.873945,0.9638277991079652,3.3248672363074476,2.171327553431427,3.5071824505874614,5.893065403957995,22.279489455039748,0.0,0.0,0.9800587938270902,-1.3008943426636403e-08
8298,12365904687.997263,0.9638221384398943,3.3248527056214625,2.171315203453116,3.507184992905121,5.893097675470136,22.279540128679127,0.0,0.0,0.9800587916437985,-1.3009342057072695e-08
8299,12365905121.899244,0.9638164939768274,3.324889092875883,2.171340448672703,3.507181467108933,5.893129668191118,22.279590362253597,0.0,0.0,0.9800587894632442,-1.3008613269580466e-08
8300,12365905642.581621,0.9638097196201721,3.325059077141262,2.1714633783073625,3.5071624983579475,5.893167742457874,22.279650140991293,0.0,0.0,0.9800587868417393,-1.3010535699156126e-08
8301,12365906267.400473,0.9638015848503273,3.3255189237424507,2.171798512785745,3.507109892769053,5.893212545354099,22.27972047359223,0.0,0.0,0.9800587836891196,-1.3019405243491364e-08
8302,12365906785.146751,0.9637948316944133,3.3255961946558483,2.171853148133523,3.507101892823514,5.893250531428275,22.27978011479865,0.0,0.0,0.9800587810719248,-1.3043369330400547e-08
8303,12365907256.22842,0.9637886852926287,3.3256228613701477,2.1718709003121077,3.507099683412796,5.893285156918542,22.279834480125636,0.0,0.0,0.9800587786866074,-1.304742295508734e-08
8304,12365907704.741877,0.9637828327119897,3.3255521510498145,2.1718173501497207,3.5071087809139065,5.8933184384607475,22.27988673873659,0.0,0.0,0.9800587764118782,-1.3048840707596486e-08
8305,12365908141.267988,0.9637771381472731,3.3255049522291835,2.1717810742424066,3.5071151191624055,5.893350781130389,22.279937522396725,0.0,0.0,0.9800587741944546,-1.3045186919533068e-08
8306,12365908572.454472,0.9637715142868101,3.3254720256423815,2.1717552591418596,3.507119795065979,5.893382801603887,22.279987800815668,0.0,4.348435745423854e-47,0.9800587720007337,-1.3042756839437521e-08
8307,12365909089.878252,0.9637647665276229,3.325646263252938,2.1718810387116014,3.507100464683747,5.893420592350948,22.280047132316128,8.446185762984646e-41,0.0,0.9800587693634358,-1.3041068922633813e-08
8308,12365909710.786789,0.9637566635641888,3.3260072794229165,2.172143184105477,3.507059646029304,5.893465432239348,22.280117524827567,0.0,0.0,0.9800587661918031,-1.305017237188091e-08
8309,12365910227.792086,0.9637499068110272,3.32613252345924,2.17223283870089,3.507046129740678,5.893503251799578,22.280176901735203,0.0,0.0,0.9800587635460585,-1.3069021156349042e-08
8310,12365910697.51466,0.9637437649153342,3.326083728787125,2.172195341847982,3.507052679499104,5.893538076201591,22.280231581346786,0.0,0.0,0.9800587611381983,-1.3075581271748804e-08
8311,12365911145.482536,0.9637379086013411,3.3260948870636544,2.172201795139861,3.507052242422296,5.893571133232503,22.28028348397552,0.0,0.0,0.9800587588381579,-1.3073066809331594e-08
8312,12365911583.855087,0.9637321774604687,3.32606318685874,2.172176911174218,3.507056759353889,5.893603638079706,22.28033452122631,0.0,0.0,0.9800587565838154,-1.3073676404739956e-08
8313,12365912016.462984,0.9637265223880387,3.3260132469240387,2.17213872603147,3.5070633669415874,5.893635831921756,22.280385071305243,0.0,0.0,0.9800587543556215,-1.30720508847917e-08
8314,12365912446.646221,0.9637209001188165,3.3260060459421648,2.172131824339554,3.5070650175420774,5.893667776349475,22.280435228810454,2.8485685171445956e-41,0.0,0.9800587521364625,-1.3069475322503039e-08
8315,12365912962.866106,0.9637141535754715,3.3261823337924468,2.1722587853009063,3.507045609023972,5.893705526640778,22.28049449557101,0.0,0.0,0.9800587494685851,-1.3069127173243568e-08
8316,12365913582.32997,0.9637060520117896,3.32659429595574,2.172557377235736,3.5069993035973805,5.893750234373094,22.28056467818339,0.0,0.0,0.9800587462601965,-1.3078347514153679e-08
8317,12365914097.130161,0.9636993081947872,3.3267235167081206,2.1726496730731713,3.5069854608667574,5.893787936288151,22.280623869123914,0.0,1.0725316672883298e-43,0.9800587435890032,-1.309987278542059e-08
8318,12365914566.056486,0.9636931621425309,3.326711030157678,2.1726388698440253,3.5069877408437202,5.893822584562456,22.280678269243694,0.0,0.0,0.9800587411517309,-1.3106647938946039e-08
8319,12365915013.272621,0.9636873009150447,3.3266648806506165,2.1726035028088946,3.50699388698452,5.893855728765494,22.28073030882497,0.0,0.0,0.9800587388235408,-1.3106028676036772e-08
8320,12365915449.80001,0.9636815808135091,3.326640282538438,2.1725838792975254,3.50699754921216,5.893888153253986,22.280781219034118,0.0,0.0,0.980058736547399,-1.3103648618376338e-08
8321,12365915880.036486,0.9636759436864838,3.32662546452451,2.1725714138533005,3.50700007743079,5.893920086355922,22.280831357266507,0.0,0.0,0.9800587343005637,-1.3102392190808751e-08
8322,12365916307.710176,0.9636703404572917,3.3266133639581916,2.172560963351228,3.5070022775402476,5.89395188907969,22.280881291305768,0.0,0.0,0.9800587320636439,-1.3101645730889869e-08
8323,12365916820.918606,0.963663616892301,3.3267814107516305,2.1726816172900696,3.506983962269186,5.893989462228099,22.28094027869969,0.0,0.0,0.9800587293744347,-1.3101041610848845e-08
8324,12365917436.76872,0.9636555431927457,3.327184367895003,2.1729729178527952,3.506939051273666,5.894033982216119,22.281010165354356,0.0,6.008485966394638e-44,0.9800587261404169,-1.3109844996330451e-08
8325,12365917950.63937,0.9636487955937565,3.3273070904761126,2.1730602964348797,3.5069260426279016,5.894071648084964,22.28106929831704,0.0,0.0,0.9800587234369786,-1.3130929002496104e-08
8326,12365918417.705437,0.9636426595717089,3.327296881415766,2.1730510733935957,3.506928101883457,5.8941062239827975,22.281123583939408,0.0,0.0,0.9800587209756314,-1.3137374954114972e-08
8327,12365918863.989094,0.9636367968009603,3.3272437030832585,2.1730106808231575,3.506935003585549,5.89413933945002,22.281175577327826,0.0,0.0,0.9800587186200024,-1.3136870796539098e-08
8328,12365919301.219461,0.9636310541645853,3.327227622787868,2.172997320743816,3.5069376635513723,5.894171805523765,22.281226551206764,0.0,0.0,0.9800587163085014,-1.313412060493989e-08
8329,12365919733.787905,0.9636253731097365,3.327209273599205,2.172982304696022,3.5069405842781034,5.894203976642902,22.28127706239955,0.0,0.0,0.9800587140180534,-1.3133308552446864e-08
8330,12365920164.251055,0.9636197201053426,3.327237131176205,2.173000943886931,3.5069382290768987,5.894235888226584,22.281327164764047,0.0,0.0,0.9800587117352034,-1.313237702924486e-08
8331,12365920594.128265,0.9636140741581878,3.3272473875782698,2.1730067797818506,3.5069378752299554,5.894267783823659,22.281377242175527,0.0,0.0,0.9800587094519111,-1.3133860141478344e-08
8332,12365921109.980919,0.9636072987308539,3.32746762091936,2.173165126754902,3.506913760078702,5.894305471902293,22.281436407140017,0.0,0.0,0.9800587067069385,-1.3134423766954922e-08
8333,12365921729.0041,0.963599161070269,3.327873478644929,2.1734579214026173,3.5068688271862367,5.894350081359887,22.281506430280565,0.0,0.0,0.9800587034058494,-1.3145970644587968e-08
8334,12365922243.726208,0.9635923835972128,3.3279395103146405,2.1735042130303275,3.5068621892898095,5.894387948989196,22.281565879638674,0.0,0.0,0.9800587006559064,-1.3167246870490923e-08
8335,12365922710.50657,0.9635862357518499,3.3279253417934553,2.17347777729888,3.506871865025237,5.894422494470074,22.281620115615024,0.0,0.0,0.9800586981578921,-1.3170745444405002e-08
8336,12365923154.888855,0.9635803834157678,3.3279135114227976,2.1734402793221217,3.5068876564209517,5.894455486600569,22.281671913857604,0.0,0.0,0.9800586957759116,-1.3169598130214412e-08
8337,12365923589.16928,0.9635746647319406,3.327902207639135,2.1734304046806114,3.5068897677957915,5.894487723141823,22.28172252557443,0.0,0.0,0.9800586934444147,-1.316818235330719e-08
8338,12365924020.122862,0.9635689900996411,3.327851897948099,2.1733921861048753,3.5068962996609,5.894519872373765,22.281773001865716,0.0,0.0,0.9800586911271415,-1.3167618368441246e-08
8339,12365924449.167429,0.9635633417227636,3.3278710572279904,2.1734044596448516,3.5068949527108844,5.8945517179096765,22.28182299933866,0.0,0.0,0.9800586888165455,-1.3165012034426529e-08
8340,12365924876.56929,0.9635577145318623,3.3278695506461373,2.173401725150822,3.5068959433124363,5.894583534050836,22.281872951552042,0.0,0.0,0.9800586865112172,-1.3166042088051413e-08
8341,12365925303.036217,0.9635520996724214,3.327926424081582,2.1734414547694287,3.5068902968619944,5.8946151347208735,22.281922563646727,0.0,0.0,0.9800586842073831,-1.3165990405634225e-08
8342,12365925814.796526,0.9635453603029123,3.3281247168474617,2.1735836174955407,3.5068687886904084,5.894652671659777,22.28198149091801,0.0,0.0,0.9800586814377288,-1.3168996070109391e-08
8343,12365926428.9089,0.963537266660592,3.32857722254844,2.1739101013195135,3.506818673203666,5.894696932501743,22.282050964366128,0.0,0.0,0.9800586781070108,-1.317941583970651e-08
8344,12365926940.739199,0.9635305088690561,3.3285995943944204,2.174317431415924,3.5066206011169556,5.894734663033933,22.282110197223194,0.0,0.0,0.9800586753259248,-1.3203187740499766e-08
8345,12365927408.439072,0.9635243275836383,3.328670689117995,2.174365984988683,3.506614098011471,5.894769107646129,22.282164270954663,0.0,0.0,0.9800586727803579,-1.3216350466351466e-08
8346,12365927854.42894,0.9635184315632903,3.3285995514966773,2.174313924693161,3.506622343753902,5.894802406072436,22.282216550341825,0.0,0.0,0.9800586703489994,-1.3220076887631277e-08
8347,12365928287.706598,0.9635127051889146,3.328582099497293,2.1742999336894213,3.506624976255926,5.8948346007182115,22.28226709483508,0.0,0.0,0.9800586679832272,-1.321640810569542e-08
8348,12365928717.028126,0.9635070314774615,3.328569516260054,2.174289374859095,3.506627109861779,5.8948665846609325,22.282317309314298,0.0,0.0,0.98005866563539,-1.3215529812293824e-08
8349,12365929145.219664,0.9635013729676354,3.3285925527724465,2.1743040676247274,3.5066255226070613,5.894898378504267,22.282367223968023,0.0,0.0,0.9800586632900948,-1.3214903437548387e-08
8350,12365929571.035692,0.963495745328004,3.328592243655117,2.174302242391058,3.5066263579445636,5.894930121649921,22.28241706030074,0.0,0.0,0.9800586609541899,-1.3216129146513878e-08
8351,12365930082.014929,0.9634889921541905,3.3287973013803622,2.1744454687666392,3.5066060091880837,5.894967569258923,22.282475845038142,0.0,0.0,0.9800586581459914,-1.3216141388803207e-08
8352,12365930695.19001,0.9634808817872821,3.3291822211348827,2.1747158782017677,3.50656703440915,5.895012014017986,22.282545607825135,0.0,0.0,0.9800586547688778,-1.3226837081655832e-08
8353,12365931206.346262,0.9634741105401156,3.3293447010301014,2.174829210141783,3.506550988412947,5.895049465275663,22.28260439768257,0.0,0.0,0.9800586519485062,-1.3246922308236065e-08
8354,12365931672.167467,0.9634679358792666,3.3292950624449023,2.1747922543669063,3.506557056654086,5.8950841415882955,22.28265883763994,0.0,0.0,0.9800586493739178,-1.3255430996401037e-08
8355,12365932115.738386,0.9634620572901452,3.3292612480177164,2.1747665909395106,3.5065614347609873,5.895117128051658,22.28271062405708,0.0,0.0,0.9800586469183528,-1.3252873182091454e-08
8356,12365932547.578535,0.963456334916241,3.3292126847734456,2.1747305421016123,3.5065673183688686,5.895149342495752,22.282761199432443,0.0,0.0,0.9800586445239602,-1.3251139139679977e-08
8357,12365932975.284794,0.9634506683915521,3.329219627496696,2.1747338149999482,3.5065674176005133,5.895181168874548,22.2828111644871,1.421487995184263e-41,0.0,0.9800586421487977,-1.3248636406617602e-08
8358,12365933401.138426,0.9634450262457327,3.3292073527594876,2.1747234942902995,3.5065695092710354,5.89521294466424,22.2828610509528,0.0,0.0,0.9800586397802458,-1.3249025972730911e-08
8359,12365933825.841906,0.963439399598092,3.3292182154308114,2.1747296893197645,3.5065691274241337,5.895244547638952,22.282910664953352,0.0,0.0,0.98005863741444,-1.3248414256317317e-08
8360,12365934250.303596,0.9634337759000451,3.3293061606937915,2.174790414636639,3.506560751081442,5.895276021035289,22.282960074090518,0.0,0.0,0.9800586350463452,-1.324901199795332e-08
8361,12365934759.657625,0.9634270251124178,3.32950257541243,2.1749278403926184,3.5065411418831114,5.895313432739887,22.283018801316732,0.0,0.0,0.9800586321994484,-1.325362562720919e-08
8362,12365935370.882462,0.9634189178808988,3.329861309679963,2.1751808512397695,3.506504320026419,5.895357695620685,22.283088275630863,0.0,0.0,0.9800586287758262,-1.326391049460843e-08
8363,12365935879.880903,0.9634121569976669,3.330002954022713,2.175279633408315,3.506490340027834,5.89539518162249,22.28314712015091,0.0,0.0,0.9800586259195846,-1.3282718913918184e-08
8364,12365936342.67236,0.9634060064216841,3.329998080245756,2.175274389482597,3.5064917435464538,5.8954295115072695,22.283201012927968,0.0,0.0,0.9800586233182758,-1.3290167561124226e-08
8365,12365936783.789558,0.9634001439993356,3.3299340458177236,2.175227233620362,3.506499312870563,5.895462438371361,22.28325270533921,0.0,0.0,0.980058620834799,-1.328994279050908e-08
8366,12365937214.487354,0.9633944214807418,3.3299065187110592,2.175206001385933,3.5065030472111114,5.895494555060621,22.283303125303203,0.0,0.0,0.9800586184061715,-1.32866215174726e-08
8367,12365937639.369139,0.9633887768375142,3.3299004038160356,2.1752000329445855,3.5065045027080295,5.895526249509898,22.283352882358905,0.0,0.0,0.9800586160066223,-1.3285208791631467e-08
8368,12365938061.856167,0.9633831641324155,3.3298993094589244,2.175197677126268,3.5065054070279102,5.895557737573479,22.28340231493167,0.0,0.0,0.9800586136169208,-1.328491700152113e-08
8369,12365938483.891275,0.9633775574428894,3.329901528036875,2.175197621779366,3.506505989345849,5.895589290147964,22.283451849739762,0.0,0.0,0.980058611226086,-1.3284888860066425e-08
8370,12365938905.987894,0.9633719498756415,3.329986716574659,2.175256600233624,3.5064977972531657,5.895620611279953,22.28350101835402,0.0,0.0,0.9800586088312415,-1.3285032348699241e-08
8371,12365939412.503838,0.9633652185216276,3.3301757575316433,2.175389336260113,3.5064786894791675,5.895657797017483,22.28355938857596,0.0,0.0,0.9800586059522169,-1.3289520491940908e-08
8372,12365940020.322971,0.9633571348532456,3.3305839379974307,2.175677832516017,3.5064364864676625,5.895701831113183,22.283628501517597,0.0,0.0,0.9800586024899931,-1.3299463524402398e-08
8373,12365940527.220808,0.963350382504251,3.3306961611047528,2.175755891694945,3.5064255126550288,5.89573923930769,22.283687222693022,0.0,0.0,0.9800585995973562,-1.3320926855608628e-08
8374,12365940989.52884,0.9633442213907776,3.3306892656155425,2.175749230390082,3.5064271194351577,5.895773577633754,22.28374112731425,0.0,0.0,0.9800585969547417,-1.3326857991099267e-08
8375,12365941429.366278,0.9633383598851696,3.3306422543909053,2.175714047615891,3.506432958016094,5.895806367245654,22.283792601949408,0.0,0.0,0.9800585944365365,-1.332652722065435e-08
8376,12365941859.163712,0.9633326332270261,3.3306296020136688,2.1757033975802815,3.50643511993959,5.895838430239559,22.283842935986545,0.0,0.0,0.9800585919719498,-1.3324086369331305e-08
8377,12365942284.665428,0.9633269640759035,3.330611360868097,2.1756888006335524,3.506437858126561,5.895870181744502,22.28389278097127,0.0,0.0,0.9800585895282019,-1.3323450676693486e-08
8378,12365942795.267488,0.963320161568895,3.3307296539508835,2.175771218866607,3.5064262222807305,5.895907941472902,22.28395205383409,0.0,0.0,0.9800585865902929,-1.3322521697531562e-08
8379,12365943407.98996,0.9633119947293687,3.3311071992274064,2.176038361758206,3.5063870371540617,5.895952454009484,22.284021917333938,0.0,2.2314627991097485e-43,0.9800585830571668,-1.3328774309753337e-08
8380,12365943915.570375,0.9633052191967448,3.3312467628237954,2.1761361318630033,3.5063730430007607,5.895989877817433,22.284080661094183,0.0,0.0,0.980058580124969,-1.3348688060727828e-08
8381,12365944378.76646,0.9632990327133404,3.331231371767771,2.1761234039771846,3.5063755591796637,5.896024311449512,22.284134714268294,0.0,0.0,0.9800585774446625,-1.3356078800351242e-08
8382,12365944819.839954,0.96329314204457,3.3311709048238023,2.176078540901374,3.5063828739815768,5.896057350981426,22.28418658170793,0.0,0.0,0.9800585748882344,-1.335529984188302e-08
